,SPI01,SPI03,SPI06,SPI09,SPI12,SPI18,SPI24,SPI36,SPI48,STI01,STI03,STI06,STI09,STI12,STI18,STI24,Water,Urban,Barren,Forest,Shrubland,Grassland,Agriculture,Wetland,RPL_THEME1,RPL_THEME2,RPL_THEME3,RPL_THEME4,RPL_THEMES,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
8001,0.156452478,0.61453207975764,0.101155786,-0.311827354,-1.105234372,-1.15346791,-0.18530479,-0.751132763,0.024215939,-1.966469809,-2.113240907,-0.926224989,-0.783075954,0.247183281,0.688369382,0.648623474,0.8,13.2,0.0,0.0,0.5,25.6,58.7,1.0,0.4511,0.4139,0.9452,0.5922,0.6332,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8001,-0.465116609,-0.127776645068882,-0.076656767,0.082120895,-0.840344526,-1.159691908,-0.763044257,-0.725572489,-0.040106041,0.024985387,-1.708563429,-1.292319243,-0.931503005,0.057241174,0.709104168,0.88570494,0.8,13.2,0.0,0.0,0.5,25.6,58.7,1.0,0.4511,0.4139,0.9452,0.5922,0.6332,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8001,-0.65968405,-0.593199615771993,-0.285544578,-0.440608201,-0.745428661,-1.402136925,-0.834422023,-0.924340427,-0.408572084,0.822709754,-0.566439415,-1.192292356,-0.774248404,-0.221545396,1.021073679,1.019447736,0.8,13.2,0.0,0.0,0.5,25.6,58.7,1.0,0.4511,0.4139,0.9452,0.5922,0.6332,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8001,0.483271943,-0.471761811799906,-0.094608031,-0.359431599,-0.55529605,-1.127103057,-1.11195859,-0.880112563,-0.461324204,-0.353328717,0.346616162,-1.322854418,-0.634536214,-0.546708025,0.734728682,0.881578677,0.8,13.2,0.0,0.0,0.5,25.6,58.7,1.0,0.4511,0.4139,0.9452,0.5922,0.6332,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8001,0.464366104,0.0449319039644117,-0.128053681,-0.102943838,0.02856938,-1.293909293,-0.778910287,-0.717730983,-0.380137612,0.720358712,0.649309563,-0.884968527,-0.869691165,-0.593649532,1.161774458,0.740877922,0.8,13.2,0.0,0.0,0.5,25.6,58.7,1.0,0.4511,0.4139,0.9452,0.5922,0.6332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8001,3.315854317,2.83596742206525,1.45787264,1.577740476,1.412451922,0.295585325,0.402869565,0.366182321,0.368621949,0.863739454,0.66844032,-0.075889341,-0.843888543,-0.506651132,0.921184136,0.882623584,0.8,13.2,0.0,0.0,0.5,25.6,58.7,1.0,0.4511,0.4139,0.9452,0.5922,0.6332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
8001,0.38530587,2.84063368504068,1.662793828,1.653184814,1.442653687,0.301079167,0.257872913,0.431075272,0.220942345,-1.08547008,0.101084027,0.32846514,-1.112156612,-0.544054056,0.372458229,0.721180681,0.8,13.2,0.0,0.0,0.5,25.6,58.7,1.0,0.4511,0.4139,0.9452,0.5922,0.6332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
8001,-0.932966542,3.10406068902571,1.884781397,1.362038586,1.35458034,0.531081814,0.192685395,0.379751152,0.168862698,0.230588555,-0.014206863,0.370197016,-0.709903494,-0.729424257,0.245159262,0.746990213,0.8,13.2,0.0,0.0,0.5,25.6,58.7,1.0,0.4511,0.4139,0.9452,0.5922,0.6332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8001,-0.432519223,-0.444705967457247,2.171458178,1.185951986,1.342922332,0.681542269,0.082738447,0.368792666,0.09149635,-0.398644351,-0.65215138,-0.109196454,-0.419296327,-0.951465091,-0.215392332,0.838244676,0.8,13.2,0.0,0.0,0.5,25.6,58.7,1.0,0.4511,0.4139,0.9452,0.5922,0.6332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8001,1.711537632,-0.047608330086408,2.686986724,1.498862822,1.550192386,0.914560442,0.238036165,0.396260388,0.196837148,-0.120361821,-0.120216105,-0.0404995,0.16242858,-0.938754659,-0.424400523,0.608598362,0.8,13.2,0.0,0.0,0.5,25.6,58.7,1.0,0.4511,0.4139,0.9452,0.5922,0.6332,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8001,-0.254677528,0.437685781722618,2.961743716,1.868860405,1.383471013,1.329454472,-0.017888211,0.355123792,0.157621743,-1.32666353,-0.951323163,-0.741902955,-0.352031305,-1.090571236,-0.832055381,0.547361874,0.8,13.2,0.0,0.0,0.5,25.6,58.7,1.0,0.4511,0.4139,0.9452,0.5922,0.6332,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8001,-0.033406099,0.310160320406534,-0.187578913,2.128289531,1.176504582,1.199687098,0.152974161,0.459153209,0.099523909,-0.245562627,-0.960801851,-1.026936814,-0.650783939,-0.851597189,-0.964203865,0.192476365,0.8,13.2,0.0,0.0,0.5,25.6,58.7,1.0,0.4511,0.4139,0.9452,0.5922,0.6332,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8001,0.356395462,-0.055271519859323,-0.11531208,1.991458129,1.233800353,1.191243136,0.156472828,0.544687752,-0.023898387,0.142845781,-0.983387729,-0.650168431,-0.548478708,-0.335259319,-0.784552896,-0.051870254,0.8,13.2,0.0,0.0,0.5,25.6,58.7,1.0,0.4511,0.4139,0.9452,0.5922,0.6332,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8001,0.965470196,0.654220644491096,0.696949828,2.086544975,1.740288951,1.454793269,0.709331018,0.44057481,0.247336052,-0.267520994,-0.175155322,-0.832044123,-0.736502846,-0.393037666,-1.076808186,-0.205122493,0.8,13.2,0.0,0.0,0.5,25.6,58.7,1.0,0.4511,0.4139,0.9452,0.5922,0.6332,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8001,1.064485456,1.03388967971014,1.015418134,0.776008317,2.035728995,1.69727939,1.078369637,0.66822721,0.326200741,-0.382079128,-0.230562169,-0.838832564,-0.96176045,-0.666981453,-1.240415211,-0.579798075,0.8,13.2,0.0,0.0,0.5,25.6,58.7,1.0,0.4511,0.4139,0.9452,0.5922,0.6332,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8001,1.370397988,1.57080421628327,1.241373182,1.197592343,2.299700999,1.890336525,1.392292979,0.662412927,0.5197557,-0.383163701,-0.497737988,-1.026150816,-0.762627246,-0.684339999,-1.258776845,-0.791376295,0.8,13.2,0.0,0.0,0.5,25.6,58.7,1.0,0.4511,0.4139,0.9452,0.5922,0.6332,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8001,1.97959293,2.44705875421385,1.865514977,1.885325493,2.845299248,2.224580462,2.114098542,1.18869973,0.937660377,-1.033459526,-0.801044886,-0.606694677,-1.07801506,-0.970613479,-1.253301566,-0.99603834,0.8,13.2,0.0,0.0,0.5,25.6,58.7,1.0,0.4511,0.4139,0.9452,0.5922,0.6332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8001,0.983875979,2.2744239618393,2.147162463,2.128451398,1.945588949,2.349347151,2.337057097,1.387636781,1.207856843,0.157877854,-0.541425738,-0.502161009,-1.012336458,-1.09608348,-0.96917748,-1.04417396,0.8,13.2,0.0,0.0,0.5,25.6,58.7,1.0,0.4511,0.4139,0.9452,0.5922,0.6332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
8001,-0.050371928,1.66830467891974,2.266102203,1.940929523,1.90395401,2.383250422,2.305254323,1.213107226,1.262325513,1.036518427,0.295816107,-0.177747594,-0.757520284,-0.593915787,-0.372408549,-0.775633174,0.8,13.2,0.0,0.0,0.5,25.6,58.7,1.0,0.4511,0.4139,0.9452,0.5922,0.6332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
8001,0.359396992,0.630169787870388,2.018681779,1.909334852,1.933074774,2.482883124,2.291113823,1.220332718,1.272196232,-0.934478336,-0.019983801,-0.482988041,-0.4924602,-0.908958407,-0.544487603,-1.113727177,0.8,13.2,0.0,0.0,0.5,25.6,58.7,1.0,0.4511,0.4139,0.9452,0.5922,0.6332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8001,0.687926529,0.170204256507681,1.871448677,1.977557794,2.019988162,2.66733485,2.397024224,1.190969593,1.307506897,0.248285708,0.073951297,-0.24457776,-0.323136761,-0.768933961,-0.638047753,-1.145024785,0.8,13.2,0.0,0.0,0.5,25.6,58.7,1.0,0.4511,0.4139,0.9452,0.5922,0.6332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8001,-0.323720387,0.272615977856463,1.583422507,2.133432524,1.886367352,2.776450226,2.321777193,1.169281839,1.215461844,0.300533,-0.152204442,0.039581436,-0.203831583,-0.677455194,-0.492347233,-1.041565932,0.8,13.2,0.0,0.0,0.5,25.6,58.7,1.0,0.4511,0.4139,0.9452,0.5922,0.6332,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8001,2.03372483,1.56573869148347,1.131583894,2.242324078,2.140064706,3.021818042,2.397500546,1.151308179,1.321678529,0.304989313,0.470772555,0.358623393,-0.004240232,-0.080877767,-0.471462569,-0.778645683,0.8,13.2,0.0,0.0,0.5,25.6,58.7,1.0,0.4511,0.4139,0.9452,0.5922,0.6332,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8001,-0.469329057,0.406048174993446,0.292070131,1.863263729,1.995540623,1.902678878,2.283255143,1.229555839,1.368034,0.765879798,0.679808605,0.542372529,0.291160582,0.155922155,-0.475323569,-0.444607295,0.8,13.2,0.0,0.0,0.5,25.6,58.7,1.0,0.4511,0.4139,0.9452,0.5922,0.6332,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8001,1.43723713,1.42846553863272,1.310862631,1.88514952,2.356030592,2.276098167,2.565493793,1.464319798,1.61586121,0.319932674,0.764541321,0.362566107,0.458249727,0.220478398,-0.216603427,-0.069211003,0.8,13.2,0.0,0.0,0.5,25.6,58.7,1.0,0.4511,0.4139,0.9452,0.5922,0.6332,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8001,2.361206712,2.21713065976032,2.425982752,2.310124818,3.002811875,3.037980992,3.251958331,2.245088804,1.83348904,-1.531758153,-0.139792773,0.286688956,0.246762486,-0.063905462,-0.538270517,-0.284818234,0.8,13.2,0.0,0.0,0.5,25.6,58.7,1.0,0.4511,0.4139,0.9452,0.5922,0.6332,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8001,1.286605353,2.46191381146122,2.457977906,2.355073497,2.902132051,3.272934574,3.605182795,2.522114853,2.084726617,0.508381275,-0.28169492,0.317087717,0.325242042,0.134557533,-0.392603923,-0.341757326,0.8,13.2,0.0,0.0,0.5,25.6,58.7,1.0,0.4511,0.4139,0.9452,0.5922,0.6332,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8001,0.311982212,2.2895143320708,2.495407084,2.516880048,2.693691187,2.980812143,3.559890493,2.63695033,1.923160303,-0.992780587,-0.88659832,0.004378663,-0.073825606,0.040726699,-0.508483623,-0.407649563,0.8,13.2,0.0,0.0,0.5,25.6,58.7,1.0,0.4511,0.4139,0.9452,0.5922,0.6332,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
8001,-0.084901594,0.805999976336423,2.115027681,2.329439353,2.265951198,2.929395185,3.513509275,2.831199161,2.114435388,0.373671608,0.065556814,-0.065014365,0.279711051,0.245762008,-0.10037034,-0.451764681,0.8,13.2,0.0,0.0,0.5,25.6,58.7,1.0,0.4511,0.4139,0.9452,0.5922,0.6332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8001,-0.804363433,-0.391222758571719,2.087182841,2.093920276,2.056552216,2.909440934,2.792165093,2.841208742,2.075451553,1.650561485,0.687071546,0.167711887,0.582283872,0.542843186,0.230044433,-0.356135803,0.8,13.2,0.0,0.0,0.5,25.6,58.7,1.0,0.4511,0.4139,0.9452,0.5922,0.6332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
8001,0.901799052,-0.11247914808481,1.982322782,2.294048627,2.312277906,3.067815578,2.920817688,2.865374591,2.117082083,1.86639896,2.234511285,0.821562365,1.085002976,0.710555366,0.585810666,0.090648989,0.8,13.2,0.0,0.0,0.5,25.6,58.7,1.0,0.4511,0.4139,0.9452,0.5922,0.6332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
8001,2.190013126,1.16949214154026,1.11101336,2.329552501,2.538400443,3.017852835,3.141611857,3.03238564,2.295439759,-0.103739982,1.580120235,1.14544669,0.840319557,0.935569637,0.543281563,0.025253082,0.8,13.2,0.0,0.0,0.5,25.6,58.7,1.0,0.4511,0.4139,0.9452,0.5922,0.6332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
8001,1.05414218,1.99638209733575,0.822739723,2.489316988,2.564699277,2.920942699,3.292435683,3.096470899,2.281698567,-0.28151456,0.676731634,0.875265922,0.499663381,0.755138964,0.550504658,0.038329581,0.8,13.2,0.0,0.0,0.5,25.6,58.7,1.0,0.4511,0.4139,0.9452,0.5922,0.6332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8001,0.318550408,2.44722956190539,0.906739413,2.356508065,2.672352348,2.872334599,3.101428516,3.068068072,2.249755858,-0.232137752,-0.295643408,0.987014135,0.373902773,0.693657006,0.575527797,0.019665825,0.8,13.2,0.0,0.0,0.5,25.6,58.7,1.0,0.4511,0.4139,0.9452,0.5922,0.6332,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8001,1.098121064,1.27938007293383,1.448961726,1.30087447,2.508116497,2.584788174,3.16271678,3.041301434,2.1620247,0.939725465,0.286447013,1.139365951,1.036070426,0.84804712,0.871166765,0.520969583,0.8,13.2,0.0,0.0,0.5,25.6,58.7,1.0,0.4511,0.4139,0.9452,0.5922,0.6332,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8001,0.766674192,0.994868317199174,2.052339069,1.097799196,2.661807837,2.767349597,3.373632799,3.063466193,2.356296102,0.253609225,0.538394527,0.785874412,0.981333251,0.749703999,0.889747822,0.623740468,0.8,13.2,0.0,0.0,0.5,25.6,58.7,1.0,0.4511,0.4139,0.9452,0.5922,0.6332,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
