,SPI01,SPI03,SPI06,SPI09,SPI12,SPI18,SPI24,SPI36,SPI48,STI01,STI03,STI06,STI09,STI12,STI18,STI24,Water,Urban,Barren,Forest,Shrubland,Grassland,Agriculture,Wetland,RPL_THEME1,RPL_THEME2,RPL_THEME3,RPL_THEME4,RPL_THEMES,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
6021,0.437361294,-1.53738549645084,-1.93149862,-1.949527255,-2.36003158,-1.75101156,-1.528123768,-1.148918433,-0.985829738,0.660726789,2.175890187,1.345530777,1.3622149,1.68119379,1.379822655,1.025855372,0.7,4.3,0.6,13.5,21.4,24.4,33.2,2.0,0.8997,0.8857,0.9542,0.7571,0.9548,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6021,0.628594543,-0.280714535933215,-1.463458644,-1.434903147,-1.642264774,-1.474451565,-1.565887737,-1.40463788,-0.803709774,1.005292468,2.198978712,1.809363734,1.455192346,1.676289811,1.367405912,1.270829233,0.7,4.3,0.6,13.5,21.4,24.4,33.2,2.0,0.8997,0.8857,0.9542,0.7571,0.9548,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6021,-0.006412984,0.446177450939597,-1.263954778,-1.364198675,-1.498210696,-1.416599214,-1.595536267,-1.309705853,-0.96953032,0.920586729,1.349738031,2.193040989,1.407805975,1.536140215,1.439223658,1.386148294,0.7,4.3,0.6,13.5,21.4,24.4,33.2,2.0,0.8997,0.8857,0.9542,0.7571,0.9548,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6021,-0.793714452,0.183093158170413,-1.07374008,-1.413244882,-1.424729279,-1.806028048,-1.574762243,-1.422998699,-1.022829621,1.093721397,1.416797051,2.146024069,1.660360313,1.624305201,1.536467644,1.46320012,0.7,4.3,0.6,13.5,21.4,24.4,33.2,2.0,0.8997,0.8857,0.9542,0.7571,0.9548,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6021,-1.472869305,-0.806513991418539,-0.456218636,-1.478828763,-1.458566772,-2.503153748,-1.566916949,-1.604346366,-1.020553241,1.10071543,1.344436862,2.12553863,1.863376329,1.621321142,1.633575529,1.576909338,0.7,4.3,0.6,13.5,21.4,24.4,33.2,2.0,0.8997,0.8857,0.9542,0.7571,0.9548,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6021,-0.062994524,-1.3709307844927,0.191589946,-1.380522851,-1.465456605,-2.444802753,-1.567729191,-1.60408898,-1.021641767,1.143615773,1.568108628,1.687291789,2.143855812,1.612755001,1.804543956,1.712513417,0.7,4.3,0.6,13.5,21.4,24.4,33.2,2.0,0.8997,0.8857,0.9542,0.7571,0.9548,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6021,1.08381455,-0.61757257063726,0.076382696,-1.109444218,-1.44106526,-1.86549438,-1.550458812,-1.591516042,-1.011249142,0.592354936,1.399038545,1.646275123,2.076898529,1.714558926,1.881335989,1.632650547,0.7,4.3,0.6,13.5,21.4,24.4,33.2,2.0,0.8997,0.8857,0.9542,0.7571,0.9548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6021,1.176366593,1.10178272884448,-0.477849191,-0.392356946,-1.395072099,-1.562759051,-1.461977993,-1.526877025,-0.982316657,0.789902404,1.24495378,1.69934056,2.196668398,1.933545504,1.861311189,1.618630883,0.7,4.3,0.6,13.5,21.4,24.4,33.2,2.0,0.8997,0.8857,0.9542,0.7571,0.9548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6021,-0.360848309,0.219984125652069,-0.731854455,0.156608975,-1.347476865,-1.55531752,-1.488215523,-1.659220752,-1.166577854,0.847042231,1.030111175,1.695961487,1.830081245,2.155709081,1.787097134,1.683836395,0.7,4.3,0.6,13.5,21.4,24.4,33.2,2.0,0.8997,0.8857,0.9542,0.7571,0.9548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6021,0.206200049,0.0912308315344532,-0.070259693,-0.02120502,-1.050991338,-1.321584901,-1.663756843,-1.533840885,-1.040893501,0.707915859,1.150669566,1.60301349,1.881390933,2.176311027,1.792973307,1.702146724,0.7,4.3,0.6,13.5,21.4,24.4,33.2,2.0,0.8997,0.8857,0.9542,0.7571,0.9548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6021,1.47041188,1.10355641870786,1.181253523,0.857685574,0.255041065,-0.456997893,-1.423853831,-0.814393716,-0.796906784,1.945210375,1.572997515,1.723494037,2.014762053,2.382453299,1.930062973,1.888412496,0.7,4.3,0.6,13.5,21.4,24.4,33.2,2.0,0.8997,0.8857,0.9542,0.7571,0.9548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6021,-2.37407703,0.346820067214485,0.30592618,0.07843752,0.215933811,-1.03425703,-1.706182163,-1.224598705,-0.99508867,2.28331656,2.230570781,2.239876209,2.481338673,2.496075511,2.216241645,2.230533698,0.7,4.3,0.6,13.5,21.4,24.4,33.2,2.0,0.8997,0.8857,0.9542,0.7571,0.9548,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6021,0.076257029,0.242038899560572,0.149386858,0.09265727,0.061930227,-1.047709249,-1.407751388,-1.030008296,-0.969413286,2.451331118,3.338188849,2.835905786,2.802044806,2.814545304,2.581931256,2.52770173,0.7,4.3,0.6,13.5,21.4,24.4,33.2,2.0,0.8997,0.8857,0.9542,0.7571,0.9548,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6021,-2.106239337,-1.66033144167783,-0.376322358,-0.309456492,-0.536606028,-1.372783154,-1.491792485,-1.439655011,-1.452759802,2.077044443,3.377386969,3.188785609,3.124832022,3.015222605,2.88944568,2.679961694,0.7,4.3,0.6,13.5,21.4,24.4,33.2,2.0,0.8997,0.8857,0.9542,0.7571,0.9548,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6021,-0.021782762,-0.881736391575278,-0.314296654,-0.321109584,-0.497593678,-1.251837215,-1.394545499,-1.474724501,-1.389440704,0.894727298,2.796502664,3.139173316,2.949136643,2.94681361,3.042672161,2.59903428,0.7,4.3,0.6,13.5,21.4,24.4,33.2,2.0,0.8997,0.8857,0.9542,0.7571,0.9548,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6021,-0.325719698,-1.53096293107942,-0.357333914,-0.389462444,-0.435345851,-1.120474446,-1.368722494,-1.444575473,-1.46624844,0.170822931,1.469624538,2.787403048,2.665429814,2.684908642,2.919772949,2.548053047,0.7,4.3,0.6,13.5,21.4,24.4,33.2,2.0,0.8997,0.8857,0.9542,0.7571,0.9548,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6021,-0.483218818,-0.582859029338622,-1.561357644,-0.474501908,-0.416704248,-0.769713557,-1.380551226,-1.436412125,-1.616081764,2.170143817,1.302264466,2.750947154,2.729954885,2.767659461,3.006102312,2.613207701,0.7,4.3,0.6,13.5,21.4,24.4,33.2,2.0,0.8997,0.8857,0.9542,0.7571,0.9548,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6021,1.555934965,-0.396553147973837,-0.951575572,-0.387286032,-0.388676997,-0.371185274,-1.356593802,-1.417557219,-1.601943033,0.357418923,1.193408306,2.283520067,2.59327708,2.570455677,2.680658934,2.503176393,0.7,4.3,0.6,13.5,21.4,24.4,33.2,2.0,0.8997,0.8857,0.9542,0.7571,0.9548,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6021,0.312792779,-0.0626899423743068,-1.489232727,-0.376135212,-0.40609516,-0.429504743,-1.354911691,-1.416012751,-1.599487239,0.151725112,1.389988975,1.677278093,2.532995102,2.481915536,2.640816487,2.533819569,0.7,4.3,0.6,13.5,21.4,24.4,33.2,2.0,0.8997,0.8857,0.9542,0.7571,0.9548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6021,0.475966413,0.576647618273456,-0.580599343,-1.554270084,-0.468475783,-0.612342038,-1.382478847,-1.392529757,-1.573064818,0.458137367,0.479700702,1.258522492,2.414295316,2.432926981,2.583117167,2.643646677,0.7,4.3,0.6,13.5,21.4,24.4,33.2,2.0,0.8997,0.8857,0.9542,0.7571,0.9548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6021,-1.214942474,-0.917422938088479,-1.207359082,-1.204431316,-0.524752443,-0.687178622,-1.380370648,-1.442396212,-1.700984234,1.696885167,1.18784972,1.529809966,2.390528325,2.590212611,2.70540189,2.887226883,0.7,4.3,0.6,13.5,21.4,24.4,33.2,2.0,0.8997,0.8857,0.9542,0.7571,0.9548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6021,-0.464734958,-0.954783579871928,-1.019135051,-1.889230507,-0.665054415,-0.683869219,-1.2354511,-1.650109729,-1.661138814,-0.618290209,0.769229523,1.34759306,1.737236229,2.432842903,2.449166236,2.715414311,0.7,4.3,0.6,13.5,21.4,24.4,33.2,2.0,0.8997,0.8857,0.9542,0.7571,0.9548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6021,0.30853307,-0.333034811130451,-0.32120446,-0.609456948,-1.472618586,-0.538446454,-0.839824135,-1.937129573,-1.385240714,-0.659472093,0.341349185,0.495708075,1.121825463,2.137164346,2.308285166,2.636590496,0.7,4.3,0.6,13.5,21.4,24.4,33.2,2.0,0.8997,0.8857,0.9542,0.7571,0.9548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6021,0.963395755,0.489631779975141,0.28651174,0.146108707,-0.525769289,-0.257825032,-0.214282151,-1.538089463,-1.27452821,0.099636028,-0.521406821,0.502465334,1.03985804,1.980743819,2.312002018,2.457330437,0.7,4.3,0.6,13.5,21.4,24.4,33.2,2.0,0.8997,0.8857,0.9542,0.7571,0.9548,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6021,-1.138628496,0.159378544762186,-0.234520332,-0.268253864,-0.861511766,-0.587343213,-0.601522776,-1.454192216,-1.287816552,1.783256448,0.822597429,1.051063441,1.456886644,1.818887363,2.477074616,2.6048023,0.7,4.3,0.6,13.5,21.4,24.4,33.2,2.0,0.8997,0.8857,0.9542,0.7571,0.9548,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6021,1.051041028,0.555943545252669,0.162952084,0.169410789,-0.011991876,-0.33911671,-0.438628576,-1.088648663,-1.229226239,0.412968756,1.158605001,0.992989196,1.029572551,1.415152996,2.349823765,2.531276097,0.7,4.3,0.6,13.5,21.4,24.4,33.2,2.0,0.8997,0.8857,0.9542,0.7571,0.9548,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6021,-0.485763478,-0.102327068691635,0.197127269,0.05017769,-0.050236804,-0.332470372,-0.447848411,-1.068902789,-1.302989208,1.314879019,1.760625875,0.853785773,1.241647014,1.468253559,2.396188564,2.559708558,0.7,4.3,0.6,13.5,21.4,24.4,33.2,2.0,0.8997,0.8857,0.9542,0.7571,0.9548,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6021,0.516556724,0.742960439818621,0.392625121,0.081106431,0.055981454,-0.292785672,-0.359571929,-0.994640426,-1.223633754,0.533164018,1.033307514,1.168044954,1.256397168,1.518081354,2.370405227,2.485429578,0.7,4.3,0.6,13.5,21.4,24.4,33.2,2.0,0.8997,0.8857,0.9542,0.7571,0.9548,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6021,0.394041885,-0.124987057222998,0.423654841,0.087272745,0.092260465,-0.902979888,-0.321525278,-0.98460626,-1.200767114,0.980753979,1.199934134,1.450988341,1.263792219,1.260170799,2.220029669,2.398014049,0.7,4.3,0.6,13.5,21.4,24.4,33.2,2.0,0.8997,0.8857,0.9542,0.7571,0.9548,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6021,-0.253347103,0.373261704379407,-0.06008869,0.201249786,0.064600277,-0.539217631,-0.321638359,-0.984572806,-1.20220142,0.198153412,0.802908708,1.4680724,0.926394711,1.201481619,1.965999852,2.256723943,0.7,4.3,0.6,13.5,21.4,24.4,33.2,2.0,0.8997,0.8857,0.9542,0.7571,0.9548,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6021,-0.524400513,0.0498158314886377,0.679791889,0.368169106,0.062922768,-0.450990661,-0.333997685,-0.984615936,-1.200886945,0.847203138,0.934855117,1.15823795,1.199791262,1.260353557,1.742959047,2.259175002,0.7,4.3,0.6,13.5,21.4,24.4,33.2,2.0,0.8997,0.8857,0.9542,0.7571,0.9548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6021,-1.036433389,-1.95996398454005,-0.451754958,0.370865637,0.037446764,-0.118692796,-0.396678599,-1.02195804,-1.191791966,0.342986452,0.605274905,1.246752121,1.406879191,1.24002477,1.492906414,2.223440349,0.7,4.3,0.6,13.5,21.4,24.4,33.2,2.0,0.8997,0.8857,0.9542,0.7571,0.9548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6021,1.461403006,1.17307630488281,0.971301672,0.204567118,0.3699467,0.145463215,-0.169618274,-0.805948086,-1.038408014,-1.070126975,-0.128130204,0.480274222,1.164015335,0.739809238,1.229651519,2.028074569,0.7,4.3,0.6,13.5,21.4,24.4,33.2,2.0,0.8997,0.8857,0.9542,0.7571,0.9548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6021,0.274360936,0.750311260481953,0.677867406,0.852153181,0.526824742,0.216326079,-0.120417296,-0.620051985,-1.117078811,0.367569789,-0.223258983,0.421073666,0.863535346,0.942585647,1.250189222,1.988048504,0.7,4.3,0.6,13.5,21.4,24.4,33.2,2.0,0.8997,0.8857,0.9542,0.7571,0.9548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6021,0.229174275,0.534872349159807,0.447710929,0.280194879,0.475217473,0.220107389,-0.643159405,-0.389801783,-1.355572894,-0.660776872,-0.634541447,-0.052023234,0.674003756,0.956259846,0.936864825,1.815076487,0.7,4.3,0.6,13.5,21.4,24.4,33.2,2.0,0.8997,0.8857,0.9542,0.7571,0.9548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6021,1.242417423,0.888011296889904,1.050105977,1.061273968,0.692175992,0.593384924,0.119507973,0.17129,-0.935021955,-0.837602091,-0.431192859,-0.326282271,0.233602812,0.925204412,0.868138468,1.595626222,0.7,4.3,0.6,13.5,21.4,24.4,33.2,2.0,0.8997,0.8857,0.9542,0.7571,0.9548,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6021,1.079826234,1.25044807504041,1.320134802,1.300281769,1.378372659,0.851742488,0.463184126,0.353393884,-0.480022197,0.041965739,-0.636717142,-0.501398702,0.078192215,0.563278676,0.842035022,1.344221005,0.7,4.3,0.6,13.5,21.4,24.4,33.2,2.0,0.8997,0.8857,0.9542,0.7571,0.9548,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6021,-0.148589419,1.13469368382322,1.155808078,1.116053381,1.027620875,0.744629172,0.639941883,0.241361458,-0.402801077,0.448247652,-0.082100243,-0.408109231,-0.036646001,0.562125684,0.818138381,1.134536312,0.7,4.3,0.6,13.5,21.4,24.4,33.2,2.0,0.8997,0.8857,0.9542,0.7571,0.9548,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6021,0.891498551,0.800893866151419,1.034644321,1.152025138,1.1500936,0.881610473,0.717881708,0.31932188,-0.310054267,-0.482358894,0.023949756,-0.237001595,-0.20985072,0.181507889,0.497424625,0.957808392,0.7,4.3,0.6,13.5,21.4,24.4,33.2,2.0,0.8997,0.8857,0.9542,0.7571,0.9548,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6021,-1.205004359,-0.14282598269999,0.938650075,1.024135889,1.001753066,0.91597865,0.682715152,0.307272161,-0.319152467,0.996001088,0.487747008,0.018642453,-0.060602738,0.277434756,0.733787991,1.066121472,0.7,4.3,0.6,13.5,21.4,24.4,33.2,2.0,0.8997,0.8857,0.9542,0.7571,0.9548,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6021,-0.030857291,0.0783155207194782,0.981797207,1.00796754,0.973352398,0.915184536,0.687667362,0.319151143,-0.324883703,1.225473763,0.740108417,0.45291667,0.126357749,0.312018937,0.924458439,0.93480555,0.7,4.3,0.6,13.5,21.4,24.4,33.2,2.0,0.8997,0.8857,0.9542,0.7571,0.9548,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6021,-0.253347103,-1.14809098886565,0.551431064,0.86051066,0.976133973,0.757804344,0.671065892,0.319388886,-0.325171756,1.355114221,1.660746219,0.993037986,0.599330105,0.492683587,1.065840332,1.011634803,0.7,4.3,0.6,13.5,21.4,24.4,33.2,2.0,0.8997,0.8857,0.9542,0.7571,0.9548,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6021,0.893947026,-0.172871049457313,-0.203786347,0.898017535,0.984675138,1.07700097,0.676429317,0.316662482,-0.319269736,2.630538283,2.328263925,1.483230143,0.905804949,0.685369598,1.070076113,1.172856752,0.7,4.3,0.6,13.5,21.4,24.4,33.2,2.0,0.8997,0.8857,0.9542,0.7571,0.9548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6021,-0.053517626,-0.151295105383753,-0.116480046,0.965184626,0.98904243,0.875788385,0.665248488,0.277792947,-0.342175852,0.858992788,2.184825509,1.735630377,1.195324148,0.755739844,1.120975465,1.207227546,0.7,4.3,0.6,13.5,21.4,24.4,33.2,2.0,0.8997,0.8857,0.9542,0.7571,0.9548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6021,-0.794480421,-0.85456742256816,-1.754664272,0.354095477,0.74497588,0.865907806,0.695149675,0.276342515,-0.321783551,0.486711136,1.590849003,2.092082723,1.488722622,1.022829276,1.004498868,1.077003753,0.7,4.3,0.6,13.5,21.4,24.4,33.2,2.0,0.8997,0.8857,0.9542,0.7571,0.9548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6021,0.281908933,-0.235645798950962,-0.345085429,-0.437319545,0.761157351,0.817607619,0.78191391,0.304673059,-0.178191856,0.119834164,0.688552211,1.864164997,1.539956605,1.011193315,0.934695092,1.149888476,0.7,4.3,0.6,13.5,21.4,24.4,33.2,2.0,0.8997,0.8857,0.9542,0.7571,0.9548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6021,-3.015818875,-1.2954855734221,-1.384846788,-1.227692974,0.324614439,0.39353851,0.456882143,-0.346991373,-0.20677883,1.871195084,1.035908297,1.927784357,1.801206852,1.358846884,1.013810221,1.366751124,0.7,4.3,0.6,13.5,21.4,24.4,33.2,2.0,0.8997,0.8857,0.9542,0.7571,0.9548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6021,-0.050517859,-1.01016018513853,-1.222343616,-1.529699233,-0.546400708,0.23644463,0.108134136,-0.179755078,-0.068172875,1.116950416,1.331990314,2.016658082,2.375028043,1.862351658,1.214374693,1.530681986,0.7,4.3,0.6,13.5,21.4,24.4,33.2,2.0,0.8997,0.8857,0.9542,0.7571,0.9548,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6021,-1.871129011,-2.00945998119735,-1.896605725,-1.933050702,-1.769779463,-0.139582352,0.034873088,-0.383340444,-0.326809056,0.4528034,1.589039928,1.462856065,2.204016629,1.915250369,1.177692502,1.398178809,0.7,4.3,0.6,13.5,21.4,24.4,33.2,2.0,0.8997,0.8857,0.9542,0.7571,0.9548,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6021,0.208074392,-0.788800033890388,-1.606611677,-1.662185834,-1.625547802,-0.117430573,-0.213236992,-0.175187622,-0.397828591,-0.7686246,0.262598011,0.825334609,1.647358895,1.611276119,0.961195049,1.246204533,0.7,4.3,0.6,13.5,21.4,24.4,33.2,2.0,0.8997,0.8857,0.9542,0.7571,0.9548,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6021,1.101424513,-0.47059273338977,-1.133541338,-1.27354388,-1.459997482,-0.159798296,-0.021252778,-0.058352088,-0.298126253,0.371733876,-0.021320682,0.760495748,1.353381673,1.748690377,1.144858529,1.120261238,0.7,4.3,0.6,13.5,21.4,24.4,33.2,2.0,0.8997,0.8857,0.9542,0.7571,0.9548,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6021,-0.514610763,0.295710509334752,-1.257170461,-1.320324957,-1.344060637,-0.213928716,-0.101563162,-0.068916487,-0.292785812,0.69926702,0.135084009,0.920978704,1.031550131,1.647523026,1.197611764,1.142432835,0.7,4.3,0.6,13.5,21.4,24.4,33.2,2.0,0.8997,0.8857,0.9542,0.7571,0.9548,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6021,-1.284857121,0.294083741598511,-0.595772179,-1.300670658,-1.351518275,-0.248186917,-0.127606263,-0.070251681,-0.289941929,0.69983743,0.764478822,0.660577968,0.932999762,1.497924754,1.303401853,1.076472705,0.7,4.3,0.6,13.5,21.4,24.4,33.2,2.0,0.8997,0.8857,0.9542,0.7571,0.9548,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6021,-0.253347103,-1.05013121195728,-0.675346056,-1.233556678,-1.357641137,-0.892751653,-0.127549843,-0.084985842,-0.290065448,1.736741527,1.435131151,0.834398326,1.149168639,1.523033716,1.591327614,1.204322454,0.7,4.3,0.6,13.5,21.4,24.4,33.2,2.0,0.8997,0.8857,0.9542,0.7571,0.9548,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6021,-0.524400513,-2.30832659012849,0.148548001,-1.318380693,-1.373961493,-1.404774524,-0.127448217,-0.085399827,-0.297395149,-0.012393025,1.274344664,0.72321905,1.151789581,1.193848868,1.60228065,1.132643331,0.7,4.3,0.6,13.5,21.4,24.4,33.2,2.0,0.8997,0.8857,0.9542,0.7571,0.9548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
6021,-0.464447805,-1.15131831643032,0.039677828,-0.682912727,-1.373113292,-1.414368198,-0.123120199,-0.096992673,-0.334950857,-0.073676786,0.913131369,1.07579484,0.882051701,1.054085341,1.553668903,1.094566279,0.7,4.3,0.6,13.5,21.4,24.4,33.2,2.0,0.8997,0.8857,0.9542,0.7571,0.9548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
6021,-0.097709578,-0.447422885340552,-1.312691682,-0.842041319,-1.325159003,-1.619051457,-0.312745588,-0.052324281,-0.314394252,0.519380815,0.246166196,1.13976062,0.794950644,1.051948455,1.702671831,1.266406366,0.7,4.3,0.6,13.5,21.4,24.4,33.2,2.0,0.8997,0.8857,0.9542,0.7571,0.9548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
6021,0.616303415,0.254279761704419,0.042333322,0.132493696,-1.162866028,-1.2116039,-0.19994504,0.1105627,-0.215952156,1.131433375,0.823553882,1.313003776,0.968201564,1.269250189,1.694971062,1.342479649,0.7,4.3,0.6,13.5,21.4,24.4,33.2,2.0,0.8997,0.8857,0.9542,0.7571,0.9548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
6021,-0.457236205,-0.213632101838331,-0.326527096,-0.274195257,-0.763117375,-1.296492258,-0.376995837,-0.063752285,-0.679583349,0.569160865,1.100462324,1.230239694,1.32252907,1.119293276,1.636547653,1.460661418,0.7,4.3,0.6,13.5,21.4,24.4,33.2,2.0,0.8997,0.8857,0.9542,0.7571,0.9548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6021,0.659280285,0.2122056452718,0.058398195,-0.164666186,-0.577931679,-1.141452825,-0.751797235,-0.202391287,-0.391525806,0.884704148,1.269717532,1.066340729,1.57499725,1.223591065,1.679981919,1.69436253,0.7,4.3,0.6,13.5,21.4,24.4,33.2,2.0,0.8997,0.8857,0.9542,0.7571,0.9548,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6021,1.663432749,1.06549781207993,0.981966619,0.91822822,0.852010635,-0.319984401,-0.436031041,0.456239966,0.0535126,-2.005387384,-0.454008799,0.311498837,0.847304318,0.716430095,1.121066208,1.483934895,0.7,4.3,0.6,13.5,21.4,24.4,33.2,2.0,0.8997,0.8857,0.9542,0.7571,0.9548,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6021,0.744931813,1.44619193016091,1.10399623,1.064662351,1.055555578,-0.139301552,-0.189419228,0.410896527,0.325470947,-0.724759648,-1.024306026,0.021666999,0.443167291,0.715000329,0.854475664,1.333248015,0.7,4.3,0.6,13.5,21.4,24.4,33.2,2.0,0.8997,0.8857,0.9542,0.7571,0.9548,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6021,-0.597861584,1.45722124234462,1.043770218,0.931670749,0.800972581,-0.123618737,-0.320350592,0.40572448,0.299940234,1.485999816,-0.610090268,0.336593641,0.408063216,0.922577543,0.98516846,1.549551784,0.7,4.3,0.6,13.5,21.4,24.4,33.2,2.0,0.8997,0.8857,0.9542,0.7571,0.9548,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6021,1.380898126,0.798316511913612,1.125500126,1.062080845,1.005807148,0.031722063,-0.097947698,0.489162371,0.415236581,-0.698833041,-0.035741535,-0.262401379,0.183526157,0.593102384,0.848773128,1.328532309,0.7,4.3,0.6,13.5,21.4,24.4,33.2,2.0,0.8997,0.8857,0.9542,0.7571,0.9548,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
